"data_pedido","sup","inf","data_limite","id_cliente","cliente_premium","id_pedido"
"2024-04-04 08:45:27.0","13;14;15;16;17","13;14;15;16;17","2024-04-15 08:45:27.0","138486",0,246
"2024-04-04 08:46:39.0","6;7;8;9;10","6;7;8;9;10","2024-04-15 08:46:39.0","138486",0,247
"2024-04-04 09:44:48.0","11;12;13;14;15","11;12;13;14;15","2024-04-15 09:44:48.0","365047",1,248
"2024-04-04 10:28:53.0","1;2;3;4;5","1;2;3;4;5","2024-04-15 10:28:53.0","237651",0,249
"2024-04-04 10:41:10.0","1;2;3;4;5","1;2;3;4;5","2024-04-15 10:41:10.0","729107",1,250
"2024-04-04 10:49:19.0","1;2;3","1;2;3","2024-04-15 10:49:19.0","516026",0,251
"2024-04-04 10:56:09.0","6;7;8;9;10","6;7;8;9;10","2024-04-17 00:00:00.0","244963",0,252
"2024-04-04 12:24:31.0",,"1;2;3;4;5","2024-04-15 12:24:31.0","139911",0,253
"2024-04-04 12:31:26.0","1;2;3;4;5",,"2024-04-15 12:31:26.0","866196",0,254
"2024-04-04 12:33:25.0","9;10;11;12",,"2024-04-10 00:00:00.0","842004",0,255
"2024-04-04 12:55:46.0","11;12;13;14;15","11;12;13;14;15","2024-04-15 12:55:46.0","983596",0,256
"2024-04-04 15:29:08.0","26;27;28;29;30","26;27;28;29;30","2024-04-15 15:29:08.0","595856",0,257
"2024-04-04 16:44:08.0","6;7;8;9;10","6;7;8;9;10","2024-04-15 16:44:08.0","936684",0,258
"2024-04-04 16:45:11.0","6;7;8;9;10","6;7;8;9;10","2024-04-15 16:45:11.0","278197",1,259
"2024-04-04 16:53:28.0","16;17;18;19;20","16;17;18;19;20","2024-04-15 16:53:28.0","038171",0,260
"2024-04-04 17:05:04.0","16;17;18;19;20;21;22;23","16;17;18;19;20;21","2024-04-15 17:05:04.0","939802",0,261
"2024-04-04 21:34:16.0","18;19;20;21;22","18;19;20;21;22","2024-04-15 21:34:16.0","299401",0,262
"2024-04-05 10:15:40.0","16;17;18;19;20","16;17;18;19;20","2024-04-16 10:15:40.0","358956",0,263
"2024-04-05 10:38:11.0","1;2","1;2","2024-04-16 10:38:11.0","108624",0,264
"2024-04-05 13:05:31.0","21;22;23","21;22;23;24;25","2024-04-16 13:05:31.0","816862",0,265
"2024-04-05 14:06:59.0","1;2;3;4;5","1;2;3;4;5","2024-04-16 14:06:59.0","407414",0,266
"2024-04-05 14:08:24.0","6;7;8;9;10","6;7;8;9;10","2024-04-16 14:08:24.0","895971",0,267
"2024-04-05 14:51:10.0","1;2;3;4;5","1;2;3;4;5","2024-04-16 14:51:10.0","287042",0,268
"2024-04-05 15:26:18.0","1;2;3;4;5","1;2;3;4;5","2024-04-16 15:26:18.0","310974",0,269
"2024-04-05 15:36:10.0","6;7;8;9;10","6;7;8;9;10","2024-04-16 15:36:10.0","107985",0,270
"2024-04-05 15:37:20.0","6;7;8;9;10","6;7;8;9;10","2024-04-16 15:37:20.0","107985",0,271
"2024-04-05 16:15:48.0","22;23;24","22;23;24","2024-04-16 16:15:48.0","816862",0,272
"2024-04-05 16:52:25.0","1;2;3;4;5","1;2;3;4;5","2024-04-16 16:52:25.0","587402",0,273
"2024-04-08 08:25:02.0","11;12;13;14;15","11;12;13;14;15","2024-04-17 08:25:02.0","595856",0,274
"2024-04-08 08:25:44.0","16;17;18;19;20","16;17;18;19;20","2024-04-17 08:25:44.0","595856",0,275
"2024-04-08 08:31:52.0","18;19;20;21;22","18;19;20;21;22","2024-04-17 08:31:52.0","773649",0,276
"2024-04-08 08:40:44.0","22;23;24;25;26","22;23;24;25;26","2024-04-17 08:40:44.0","744747",1,277
"2024-04-08 08:48:17.0","1;2;3;4;5","1;2;3;4;5","2024-04-17 08:48:17.0","048490",0,278
"2024-04-08 08:51:37.0","","","2024-04-17 08:51:37.0","366782",0,279
"2024-04-08 09:13:20.0","11;12;13;14;15","11;12;13;14;15","2024-04-17 09:13:20.0","116577",1,280
"2024-04-08 09:41:01.0","11;12;13;14;15;16;17","11;12;13;14;15;16;17","2024-04-17 09:41:01.0","921520",0,281
"2024-04-08 09:41:32.0","11;12;13;14",,"2024-04-17 09:41:32.0","921520",0,282
"2024-04-08 09:54:12.0","28;29;30;31;32","28;29;30;31;32","2024-04-17 09:54:12.0","811887",1,283
"2024-04-08 10:49:58.0","15;16;17;18","15;16;17;18","2024-04-17 10:49:58.0","383223",0,284
"2024-04-08 10:50:44.0","6;7;8;9;10","6;7;8;9;10","2024-04-17 10:50:44.0","146207",1,285
"2024-04-08 10:52:27.0","11;12;13;14;15",,"2024-04-17 10:52:27.0","146207",1,286
"2024-04-08 10:52:59.0","9;10;11","9;10;11","2024-04-17 10:52:59.0","146207",1,287
"2024-04-08 11:03:43.0","16;17;18","16;17;18;19;20","2024-04-17 11:03:43.0","175124",0,288
"2024-04-08 11:34:23.0","1;2;3;4;5","1;2;3;4;5","2024-04-17 11:34:23.0","760267",1,289
"2024-04-08 12:14:16.0","8;9;10;11;12","8;9;10;11;12","2024-04-17 12:14:16.0","085504",0,290
"2024-04-08 13:00:36.0",,"11;12;13;14;15","2024-04-17 13:00:36.0","218997",1,291
"2024-04-08 13:01:28.0","21;22;23;24;25",,"2024-04-17 13:01:28.0","548467",1,292
"2024-04-08 13:02:11.0","16;17;18;19;20","16;17;18;19;20","2024-04-17 13:02:11.0","548467",1,293
"2024-04-08 13:02:54.0",,"16;17;18","2024-04-17 13:02:54.0","548467",1,294
"2024-04-08 13:03:41.0","6;7;8;9;10","6;7;8;9;10","2024-04-17 13:03:41.0","197921",0,295
"2024-04-08 13:08:31.0","1;2;3;4;5","1;2;3;4;5","2024-04-17 13:08:31.0","636260",0,296
"2024-04-08 13:51:54.0","6;7;8;9;10","6;7;8;9;10","2024-04-16 00:00:00.0","595856",0,297
"2024-04-08 13:59:37.0","1;2;3;4;5","1;2;3;4;5","2024-04-17 13:59:37.0","248898",0,298
"2024-04-08 14:01:08.0","23;24;25;26;27","23;24;25;26;27","2024-04-17 14:01:08.0","631705",0,299
"2024-04-08 15:12:50.0","16;17;18","16;17;18","2024-04-17 15:12:50.0","278197",1,300
"2024-04-08 15:13:23.0","11;12;13;14;15","11;12;13;14;15","2024-04-17 15:13:23.0","278197",1,301
"2024-04-08 16:05:30.0","1;2;3;4;5","1;2;3;4;5","2024-04-17 16:05:30.0","539044",0,302
"2024-04-08 16:17:26.0",,"12;13;14;15;16","2024-04-17 16:17:26.0","885817",1,303
"2024-04-08 16:26:54.0","1;2;3;4;5","1;2;3;4;5","2024-04-17 16:26:54.0","351715",0,304
"2024-04-08 17:22:41.0","1;2;3;4;5;6;7","1;2;3;4;5;6;7","2024-04-17 17:22:41.0","885817",1,305
"2024-04-08 17:35:06.0","26;27;28;29;30","26;27;28;29;30","2024-04-17 17:35:06.0","319101",0,306
"2024-04-08 17:35:30.0","26;27;28;29;30",,"2024-04-17 17:35:30.0","319101",0,307
"2024-04-08 18:03:35.0","6;7;8;9;10","6;7;8;9;10","2024-04-17 18:03:35.0","149686",0,308
"2024-04-09 08:35:45.0","1;2;3;4;5","1;2;3;4;5","2024-04-18 08:35:45.0","470524",0,309
"2024-04-09 08:39:26.0",,"16;17;18;19;20","2024-04-18 08:39:26.0","334728",0,310
"2024-04-09 08:40:19.0","6;7;8;9;10","6;7;8;9;10","2024-04-18 08:40:19.0","149686",0,311
"2024-04-09 10:01:58.0","6;7;8;9;10","6;7;8;9;10","2024-04-18 10:01:58.0","524489",0,312
"2024-04-09 10:08:14.0","","1;2;3;4;5","2024-04-18 10:08:14.0","142544",0,313
"2024-04-09 11:02:46.0","1;2;3;4;5","1;2;3;4;5","2024-04-18 11:02:46.0","491297",1,314
"2024-04-09 11:17:52.0","16;17;18;19;20","16;17;18;19;20","2024-04-18 11:17:52.0","358956",0,315
"2024-04-09 11:43:04.0","1;2;3;4;5","1;2;3;4;5","2024-04-18 11:43:04.0","109467",1,316
"2024-04-09 11:55:21.0","1;2;3;4;5","1;2;3;4;5","2024-04-18 11:55:21.0","540832",0,317
"2024-04-09 12:17:58.0","6;7;8;9;10","6;7;8;9;10","2024-04-18 12:17:58.0","296334",0,318
"2024-04-09 12:36:47.0","25;26;27;28;29","25;26;27;28;29","2024-04-18 12:36:47.0","174593",0,319
"2024-04-09 14:02:26.0","11;12;13;14;15","11;12;13;14;15","2024-04-18 14:02:26.0","057079",0,320
"2024-04-09 14:07:38.0","16;17;18;19;20","16","2024-04-18 14:07:38.0","503115",0,321
"2024-04-09 14:18:20.0","28;29;30;31;32;33",,"2024-04-18 14:18:20.0","182669",0,322
"2024-04-09 14:25:09.0","6;7;8;9;10","6;7;8;9;10","2024-04-18 14:25:09.0","116577",1,323
"2024-04-09 15:30:06.0","15;15",,"2024-04-15 00:00:00.0","816862",0,324
"2024-04-09 15:37:16.0","12;13;14;15;16","12;13;14;15;16","2024-04-18 15:37:16.0","332714",0,325
"2024-04-09 15:45:12.0","18;19;20;21;22","18;19;20;21;22","2024-04-18 15:45:12.0","504896",0,326
"2024-04-09 15:49:27.0","16;17;18","16;17;18","2024-04-18 15:49:27.0","021819",0,327
"2024-04-09 15:56:40.0",,"16;17;18;19;20","2024-04-18 15:56:40.0","800686",0,328
"2024-04-09 15:57:13.0","20;21;22;23;24","20;21;22;23;24","2024-04-18 15:57:13.0","021819",0,329
"2024-04-09 15:57:33.0","13;14;15;16;17","13;14;15;16;17","2024-04-18 15:57:33.0","021819",0,330
"2024-04-09 15:58:07.0","6;7;8;9;10","6;7;8;9;10","2024-04-18 15:58:07.0","433966",0,331
"2024-04-09 17:15:51.0","6;7;8;9;10;11;12","6;7;8;9;10;11;12","2024-04-18 17:15:51.0","483781",0,332
"2024-04-09 18:24:16.0","1;2;3;4;5","1;2;3;4;5","2024-04-18 18:24:16.0","438398",0,333
"2024-04-10 21:54:35.0","1;2;3;4;5","1;2;3;4;5","2024-04-19 09:06:18.0","633004",0,334
"2024-04-10 21:54:35.0","1;2;3;4;5","1;2;3;4;5","2024-04-19 09:07:57.0","302581",0,335
"2024-04-10 21:54:35.0","1;2;3;4;5","1;2;3;4;5","2024-04-17 09:48:25.0","690125",0,336
"2024-04-10 21:54:35.0",,"1;2;3;4;5","2024-04-19 11:44:44.0","783143",0,337
"2024-04-10 21:54:35.0","6;7;8;9;10","6;7;8;9;10","2024-04-16 00:00:00.0","237651",0,338
"2024-04-10 21:54:35.0","1;2;3;4;5","1;2;3;4;5","2024-04-19 12:15:48.0","631705",0,339
"2024-04-10 21:54:35.0","6;7;8;9;10","6;7;8;9;10","2024-04-19 12:23:36.0","062603",0,340
"2024-04-10 21:54:35.0","11;12;13;14;15;16","11;12;13;14;15;16","2024-04-19 14:00:02.0","260475",0,341
"2024-04-10 21:54:35.0",,"1;2;3;4;5;6","2024-04-19 14:06:19.0","257533",0,342
"2024-04-10 21:54:35.0","1;2;3;4;5","1;2;3;4;5","2024-04-19 14:09:59.0","963296",0,343
"2024-04-10 21:54:35.0","6;7;8;9;10","6;7;8;9;10","2024-04-19 14:32:37.0","195964",0,344
"2024-04-10 21:54:35.0","11;12","11;12;13;14;15","2024-04-19 14:52:21.0","543106",0,345
"2024-04-10 21:54:35.0","27;28;29;30;31","27;28;29;30;31","2024-04-19 14:54:35.0","020518",0,346
"2024-04-10 15:29:12.0","27;28;29;30;31",,"2024-04-19 15:29:12.0","807681",0,347
"2024-04-10 15:30:03.0","11;12;13;14;15","11;12;13;14;15","2024-04-19 15:30:03.0","807681",0,348
"2024-04-10 15:30:38.0","11;12;13;14;15;16","11;12;13;14;15;16","2024-04-19 15:30:38.0","005665",0,349
"2024-04-10 15:35:38.0","1;2;3;4;5","1;2;3;4;5","2024-04-19 15:35:38.0","963296",0,350
"2024-04-10 16:09:36.0","36;37;38;39;40","36;37;38;39;40","2024-04-19 16:09:36.0","366852",0,351
"2024-04-10 16:21:42.0","1;2;3;4;5","1;2;3;4;5","2024-04-19 16:21:42.0","837957",1,352
"2024-04-10 16:37:23.0","16;17;18;19;20","15","2024-04-19 16:37:23.0","031568",0,353
"2024-04-11 09:50:43.0","11;12;13;14;15","11;12;13;14;15","2024-04-22 09:50:43.0","200083",0,354
"2024-04-11 09:52:16.0","6;7;8;9;10","6;7;8;9;10","2024-04-22 09:52:16.0","200083",0,355
"2024-04-11 10:25:38.0","19","20;21;22;23;24","2024-04-22 10:25:38.0","351350",0,356
"2024-04-11 12:41:37.0","1;2;3;4;5","1;2;3;4;5","2024-04-22 12:41:37.0","097846",0,357
"2024-04-11 13:00:44.0","1;2;3;4;5","1;2;3;4;5","2024-04-22 13:00:44.0","186739",0,358
"2024-04-11 13:28:02.0",,"19;20;21;22;23","2024-04-18 13:28:02.0","820557",1,359
"2024-04-11 13:52:54.0","1;2;3;4;5","1;2;3;4;5","2024-04-22 13:52:54.0","683695",0,360
"2024-04-11 14:23:58.0","1;2;3;4;5","1;2;3;4;5","2024-04-22 14:23:58.0","109467",1,361
"2024-04-11 14:30:46.0","8;9;10;11;12",,"2024-04-22 14:30:46.0","885817",1,362
"2024-04-11 14:32:34.0","11;12;13;14;15","11;12;13;14;15","2024-04-22 14:32:34.0","272440",0,363
"2024-04-11 14:33:38.0","6;7;8;9;10;11;12","6;7;8;9;10;11;12","2024-04-22 14:33:38.0","272440",0,364
"2024-04-11 14:35:46.0",,"26;27;28","2024-04-22 14:35:46.0","325992",0,365
"2024-04-11 14:36:48.0","13;14",,"2024-04-22 14:36:48.0","488807",1,366
"2024-04-11 14:49:41.0","16;17;18;19;20","16;17;18;19;20","2024-04-22 14:49:41.0","951127",1,367
"2024-04-11 15:49:59.0","1;2;3;4;5","1;2;3;4;5","2024-04-22 15:49:59.0","539646",0,368
"2024-04-11 16:04:50.0","6;7;8;9;10","6;7;8;9;10","2024-04-16 00:00:00.0","466180",0,369
"2024-04-11 16:28:49.0","1;2;3;4;5","1;2;3;4;5","2024-04-22 16:28:49.0","351715",0,370
"2024-04-11 16:56:10.0","11;12;13;14;15","11;12;13;14;15","2024-04-22 16:56:10.0","492202",0,371
"2024-04-11 16:56:48.0","6;7;8;9;10",,"2024-04-22 16:56:48.0","492202",0,372
"2024-04-12 08:34:50.0","6;7;8;9;10;11;12","6;7;8;9;10;11;12","2024-04-23 08:34:50.0","841056",0,373
"2024-04-12 09:44:47.0","1;2;3;4;5","1;2;3;4;5","2024-04-23 09:44:47.0","637036",0,374
"2024-04-12 10:01:28.0","11;12;13;14;15","11;12;13;14;15","2024-04-16 00:00:00.0","698154",0,375
"2024-04-12 10:46:24.0",,"1;2","2024-04-16 10:46:24.0","348007",1,376
"2024-04-12 10:58:00.0","16;17;18;19;20","16;17;18;19;20","2024-04-23 10:58:00.0","480537",1,377
"2024-04-12 11:36:40.0","1;2;3;4;5","1;2;3;4;5","2024-04-23 11:36:40.0","182627",1,378
"2024-04-12 12:02:21.0","1;2;3;4;5","1;2;3;4;5","2024-04-23 12:02:21.0","077041",0,379
"2024-04-12 12:10:53.0","1;2;3;4;5","1;2;3;4;5","2024-04-23 12:10:53.0","700457",1,380
"2024-04-12 13:26:20.0","6;7;8;9;10","6;7;8;9;10","2024-04-23 13:26:20.0","874887",1,381
"2024-04-12 13:42:52.0","1;2;3;4;5","1;2;3;4;5","2024-04-23 13:42:52.0","553506",0,382
"2024-04-12 14:22:47.0","16;17;18;19","16;17;18;19;20","2024-04-23 14:22:47.0","710086",0,383
"2024-04-12 15:03:34.0",,"11;12;13;14;15","2024-04-23 15:03:34.0","570959",0,384
"2024-04-12 15:27:06.0","23;24;25;26;27","23;24;25;26;27","2024-04-23 15:27:06.0","542717",1,385
"2024-04-12 16:00:25.0","1;2;3;4;5","1;2;3;4;5","2024-04-23 16:00:25.0","670845",0,386
"2024-04-12 16:43:49.0","11;12;13;14",,"2024-04-23 16:43:49.0","034142",0,387
"2024-04-12 16:44:08.0","6;7;8;9;10","6;7;8;9;10","2024-04-23 16:44:08.0","810309",0,388
"2024-04-12 17:10:32.0","1;2;3;4;5","1;2;3;4;5","2024-04-16 00:00:00.0","167832",0,389
"2024-04-12 17:28:50.0",,"1;2;3;4;5","2024-04-23 17:28:50.0","579855",0,390
"2024-04-12 17:54:12.0","1;2;3;4;5","1;2;3;4;5","2024-04-23 17:54:12.0","417967",1,391
"2024-04-12 18:12:55.0","6;7;8;9;10","6;7;8;9;10","2024-04-23 18:12:55.0","636260",0,392
"2024-04-12 18:16:41.0","1;2;3;4;5","1;2;3;4;5","2024-04-23 18:16:41.0","400045",0,393
"2024-04-12 18:44:22.0","1;2;3;4;5","1;2;3;4;5","2024-04-23 18:44:22.0","183744",0,394
"2024-04-15 08:40:39.0","31;32;33","31;32;33","2024-04-24 08:40:39.0","038171",0,395
"2024-04-15 08:41:58.0","6;7;8","6;7;8","2024-04-24 08:41:58.0","899870",0,396
"2024-04-15 08:44:30.0","11;12;13;14;15",,"2024-04-24 08:44:30.0","786915",0,397
"2024-04-15 08:45:35.0","6;7;8;9;10","6;7;8;9;10","2024-04-24 08:45:35.0","721940",0,398
"2024-04-15 08:46:26.0","6;7;8;9;10","6;7;8;9;10","2024-04-24 08:46:26.0","368377",1,399
"2024-04-15 08:47:20.0","26;27;28;29;30","26;27;28;29;30","2024-04-24 08:47:20.0","032884",0,400
"2024-04-15 09:37:37.0","16;17;18;19;20",,"2024-04-25 09:37:37.0","574287",1,401
"2024-04-15 10:02:10.0","16","16","2024-04-24 10:02:10.0","744747",1,402
"2024-04-15 10:02:42.0","1;2;3;4;5","1;2;3;4;5","2024-04-24 10:02:42.0","574287",1,403
"2024-04-15 10:46:52.0",,"1;2;3;4;5","2024-04-24 10:46:52.0","252847",1,404
"2024-04-15 11:02:16.0","16;17;18;19;20","16;17;18;19;20","2024-04-24 11:02:16.0","516026",0,405
"2024-04-15 11:19:10.0","6;7;8;9;10","6;7;8;9;10","2024-04-18 11:19:10.0","316981",0,406
"2024-04-15 11:32:59.0","11;12;13;14;15","11;12;13;14;15","2024-04-19 00:00:00.0","202949",0,407
"2024-04-15 11:36:28.0","19;20;21;23;24","19;20;21;23;24","2024-04-24 11:36:28.0","048880",0,408
"2024-04-15 11:57:38.0","30",,"2024-04-18 11:57:38.0","800686",0,409
"2024-04-15 12:07:12.0","1;2;3;4;5","1;2;3;4;5","2024-04-24 12:07:12.0","869647",1,410
"2024-04-15 12:14:22.0","11;12;13;14;15","11;12;13;14;15","2024-04-24 12:14:22.0","885366",0,411
"2024-04-15 12:17:12.0","31;32;33;34;35","31;32;33;34;35","2024-04-24 12:17:12.0","885366",0,412
"2024-04-15 12:27:17.0","1;2;3;4;5","1;2;3;4;5","2024-04-24 12:27:17.0","966843",0,413
"2024-04-15 12:46:15.0","1;2;3;4;5","1;2;3;4;5","2024-04-24 12:46:15.0","313858",0,414
"2024-04-15 13:41:58.0","9","9;10","2024-04-18 13:41:58.0","445948",0,415
"2024-04-15 13:46:10.0","1;2;3;4;5","1;2;3;4;5","2024-04-24 13:46:10.0","223925",0,416
"2024-04-15 13:49:23.0","1;2;3;4;5","1;2;3;4;5","2024-04-24 13:49:23.0","475713",0,417
"2024-04-15 14:42:40.0","14;15;16;17;18","14;15;16;17;18","2024-04-24 14:42:40.0","586132",0,418
"2024-04-15 14:48:48.0","16;17;18;19;20","16;17;18;19;20","2024-04-24 14:48:48.0","365243",0,419
"2024-04-15 14:54:22.0","1;2;3;4;5","1;2;3;4;5","2024-04-24 14:54:22.0","873536",0,420
"2024-04-15 15:21:57.0","11;12",,"2024-04-24 15:21:57.0","744747",1,421
"2024-04-15 15:25:26.0","1;2;3;4;5","1;2;3;4;5","2024-04-24 15:25:26.0","190279",0,422
"2024-04-15 17:04:54.0","1;2;3;4;5","1;2;3;4;5","2024-04-24 17:04:54.0","521376",0,423
"2024-04-15 17:16:18.0","9;10;11;12;13","9;10;11;12;13","2024-04-24 17:16:18.0","150128",0,424
"2024-04-16 09:00:36.0","1;2;3;4;5;6;7;8;9;10;11;12;13","1;2;3;4;5;6;7;8;9;10;11;12;13","2024-04-17 00:00:00.0","542717",1,425
"2024-04-16 09:15:41.0","1;2;3;4;5","1;2;3;4;5","2024-04-23 09:15:41.0","820557",1,426
"2024-04-16 09:44:05.0","21;22;23;24;25","21;22;23;24;25","2024-04-25 09:44:05.0","631705",0,427
"2024-04-16 10:45:16.0","1;2;3;4;5","1;2;3;4;5","2024-04-25 10:45:16.0","824406",0,428
"2024-04-16 11:15:55.0","16;17;18;19;20","16;17;18;19;20","2024-04-25 11:15:55.0","365243",0,429
"2024-04-16 11:33:37.0","1;2;3;4;5","1;2;3;4;5","2024-04-25 11:33:37.0","470524",0,430
"2024-04-16 12:23:58.0","16;17;18;19;20","16;17;18;19;20","2024-04-25 12:23:58.0","683614",0,431
"2024-04-16 12:27:54.0","1;2;3;4;5","1;2;3;4;5","2024-04-19 12:27:54.0","264254",0,432
"2024-04-16 13:37:04.0","16;17;18;19;20","16;17","2024-04-25 13:37:04.0","366852",0,433
"2024-04-16 17:27:46.0","1;2;3;4;5","1;2;3;4;5","2024-04-25 17:27:46.0","406743",0,434
"2024-04-16 17:30:52.0","1;2;3;4;5","1;2;3;4;5","2024-04-25 17:30:52.0","406743",0,435
"2024-04-16 17:51:29.0","6;7;8;9;10;11","6;7;8;9;10;11","2024-04-25 17:51:29.0","899870",0,436
"2024-04-16 18:58:31.0","6;7;8;9;10","6;7;8;9;10","2024-04-25 18:58:31.0","595856",0,437
"2024-04-16 19:12:11.0","1;2;3;4;5","1;2;3;4;5","2024-04-25 19:12:11.0","595856",0,438
"2024-04-17 06:55:50.0","20;21;22;23;24","20;21;22;23;24","2024-04-26 06:55:50.0","114334",0,439
"2024-04-17 06:57:37.0","6;7;8;9;10","6;7;8;9;10","2024-04-24 06:57:37.0","539370",0,440
"2024-04-17 07:20:25.0","6;7;8;9;10","6;7;8;9;10","2024-04-26 07:20:25.0","264254",0,441
"2024-04-17 07:21:21.0","6;7;8;9;10","6;7;8;9;10","2024-04-26 07:21:21.0","427589",0,442
"2024-04-17 07:22:18.0","16;17;18;19","16;17;18;19","2024-04-26 07:22:18.0","698444",0,443
"2024-04-17 07:22:55.0",,"21;22;23;24;25","2024-04-26 07:22:55.0","698444",0,444
"2024-04-17 07:25:24.0","26;27;28;29",,"2024-04-26 07:25:24.0","270162",0,445
"2024-04-17 07:26:01.0","11;12;13;14;15","11;12;13;14;15","2024-04-26 07:26:01.0","186739",0,446
"2024-04-17 07:28:54.0",,"1;2;3;4;5","2024-04-26 07:28:54.0","509107",1,447
"2024-04-17 07:44:11.0","7;7","11;12;13;14;15","2024-04-26 07:44:11.0","986546",0,448
"2024-04-17 07:46:38.0","21;22;23;24;25","21;22;23;24;25","2024-04-26 07:46:38.0","423409",0,449
"2024-04-17 08:35:59.0","1;2;3;4;5","1;2;3;4;5","2024-04-26 08:35:59.0","466180",0,450
"2024-04-17 09:19:52.0","1;2;3;4;5",,"2024-04-26 09:19:52.0","299257",1,451
"2024-04-17 12:15:17.0","1;2;3;4;5","1;2;3;4;5","2024-04-26 12:15:17.0","218997",1,452
"2024-04-17 12:20:17.0","1;2;3",,"2024-04-22 12:20:17.0","233631",0,453
"2024-04-17 12:41:22.0","1;2;3;4;5","1;2;3;4;5","2024-04-26 12:41:22.0","072915",0,454
"2024-04-17 12:43:53.0","6;7;8;9;10","6;7;8;9;10","2024-04-26 12:43:53.0","429204",0,455
"2024-04-17 13:33:03.0","11;12;13","11;12;13;14;15","2024-04-26 13:33:03.0","031370",0,456
"2024-04-17 13:53:28.0","1;2;3;4;5","1;2;3;4;5","2024-04-26 13:53:28.0","767646",0,457
"2024-04-17 14:46:40.0","1;2;3;4;5","1;2;3;4;5","2024-04-26 14:46:40.0","073154",0,458
"2024-04-17 15:01:23.0","6;7;8;9;10","6;7;8;9;10","2024-04-26 15:01:23.0","672136",0,459
"2024-04-17 15:01:54.0","11;12;13;14;15","11;12;13;14;15","2024-04-26 15:01:54.0","672136",0,460
"2024-04-17 15:02:17.0","11;12;13;14;15","11;12;13;14;15","2024-04-26 15:02:17.0","672136",0,461
"2024-04-17 15:14:44.0","16;17;18;19;20","16;17;18;19;20","2024-04-26 15:14:44.0","067485",0,462
"2024-04-17 15:37:43.0","52","52","2024-04-22 00:00:00.0","816862",0,463
"2024-04-17 15:46:33.0","1;2;3;4;5",,"2024-04-26 15:46:33.0","057621",0,464
"2024-04-17 15:49:59.0","1;2;3;4;5","1;2;3;4;5","2024-04-26 15:49:59.0","196987",1,465
"2024-04-17 16:25:30.0","6;7;8;9","6;7;8;9","2024-04-26 16:25:30.0","543106",0,466
"2024-04-17 16:44:13.0","21;22;23;24;25","21;22;23;24;25","2024-04-26 16:44:13.0","577853",0,467
"2024-04-17 17:44:55.0","11;12;13","11;12;13","2024-04-26 17:44:55.0","108223",0,468
"2024-04-17 17:50:21.0","36;37;38;39;40","36;37;38;39;40","2024-04-26 17:50:21.0","366852",0,469
"2024-04-17 18:57:59.0","1;2;3;4;5","1;2;3;4;5","2024-04-26 18:57:59.0","730249",0,470
"2024-04-18 08:36:09.0","11;12;13;14;15;16;17","11;12;13;14;15;16;17","2024-04-29 08:36:09.0","470524",0,471
"2024-04-18 08:45:55.0","8;9;10;11;12","8;9;10;11;12","2024-04-29 08:45:55.0","264254",0,472
"2024-04-18 08:59:18.0","11;12;13;14;15","11;12;13;14;15","2024-04-29 08:59:18.0","899870",0,473
"2024-04-18 09:19:44.0","6;7;8;9;10","6;7;8;9;10","2024-04-29 09:19:44.0","555502",0,474
"2024-04-18 10:30:52.0",,"19;20;21;22;23","2024-04-29 10:30:52.0","277391",0,475
"2024-04-18 10:49:29.0","1;2;3;4;5","1;2;3;4;5","2024-04-29 10:49:29.0","405359",0,476
"2024-04-18 11:08:29.0","15",,"2024-04-23 11:08:29.0","789015",0,477
"2024-04-18 11:09:00.0","6;7;8;9;10","6;7;8;9;10","2024-04-29 11:09:00.0","218997",1,478
"2024-04-18 11:10:00.0","6;7;8;9",,"2024-04-29 11:10:00.0","299257",1,479
"2024-04-18 11:14:23.0","1;2;3;4;5","1;2;3;4;5","2024-04-29 11:14:23.0","363764",0,480
"2024-04-18 11:36:54.0","19;20;21;22;23","19;20;21;22;23","2024-04-23 00:00:00.0","779693",0,481
"2024-04-18 11:38:45.0","21;22;23;24;25","21;22;23;24;25","2024-04-29 11:38:45.0","783143",0,482
"2024-04-18 12:58:04.0","6;7;8;9;10","6;7;8;9;10","2024-04-29 12:58:04.0","232718",0,483
"2024-04-18 13:01:00.0","6;7;8;9;10","6;7;8;9;10","2024-04-29 13:01:00.0","232718",0,484
"2024-04-18 13:11:44.0","1;2;3;4;5","1;2;3;4;5","2024-04-29 13:11:44.0","111279",0,485
"2024-04-18 13:57:25.0","7","7","2024-04-29 13:57:25.0","234374",0,486
"2024-04-18 14:13:01.0","6;7;8;9;10","6;7;8;9;10","2024-04-29 14:13:01.0","530390",0,487
"2024-04-18 14:14:06.0","6;7;8;9;10","6;7;8;9;10","2024-04-29 14:14:06.0","798763",0,488
"2024-04-18 14:41:08.0","6;7;8;9;10","6;7;8;9;10","2024-04-29 14:41:08.0","577853",0,489
"2024-04-18 14:45:25.0","11;12;13;14;15","11;12;13;14;15","2024-04-29 14:45:25.0","028432",0,490
"2024-04-18 15:06:10.0","1;2;3;4;5","1;2;3;4;5","2024-04-29 15:06:10.0","108223",0,491
"2024-04-18 15:19:19.0","1;2;3;4;5","1;2;3;4;5","2024-04-29 15:19:19.0","427354",0,492
"2024-04-18 17:45:45.0","6;7;8;9;10","6;7;8;9;10","2024-04-23 17:45:45.0","492804",0,493
"2024-04-18 17:50:15.0","21;22;23;24;25","21;22;23;24;25","2024-04-29 17:50:15.0","175124",0,494
