"data_pedido","sup","inf","data_limite","id_cliente","cliente_premium","id_pedido"
"2024-04-18 18:12:16.0","1;2;3;4;5","1;2;3;4;5","2024-04-29 18:12:16.0","667294",0,495
"2024-04-18 18:15:32.0","11;12;13;14;15",,"2024-04-29 18:15:32.0","494591",0,496
"2024-04-18 18:18:48.0","11;12;13","11;12;13","2024-04-29 18:18:48.0","209699",0,497
"2024-04-18 18:21:31.0","6;7;8;9;10","6;7;8;9;10","2024-04-29 18:21:31.0","492804",0,498
"2024-04-18 18:24:33.0","11;12;13;14;15;16","11;12;13;14;15;16","2024-04-29 18:24:33.0","525636",0,499
"2024-04-18 18:29:09.0","1;2;3;4;5","1;2;3;4;5","2024-04-29 18:29:09.0","308459",0,500
"2024-04-18 19:02:20.0","11;12;13;14;15;16;17;18;19;20","11;12","2024-04-23 19:02:20.0","594254",0,501
"2024-04-19 08:38:18.0","11;12;13;14;15",,"2024-04-30 08:38:18.0","063307",1,502
"2024-04-19 08:48:24.0",,"1;2;3;4;5","2024-04-30 08:48:24.0","751693",0,503
"2024-04-19 08:49:22.0","7",,"2024-04-24 08:49:22.0","218997",1,504
"2024-04-19 08:50:37.0","27;28;29;30;31;32;33","27;28;29;30;31;32;33","2024-04-30 08:50:37.0","175124",0,505
"2024-04-19 09:11:07.0","1;2;3;4;5","1;2;3;4;5","2024-04-30 09:11:07.0","008226",0,506
"2024-04-19 09:54:09.0","1",,"2024-04-22 09:54:09.0","446248",0,507
"2024-04-19 10:12:41.0","1;2;3;4;5","1;2;3;4;5","2024-04-30 10:12:41.0","689347",1,508
"2024-04-19 12:55:39.0","21;22;23;24;25",,"2024-04-30 12:55:39.0","145299",0,509
"2024-04-19 13:16:34.0","1;2;3;4;5","1;2;3;4;5","2024-04-30 13:16:34.0","516026",0,510
"2024-04-19 13:17:58.0","1;2;3;4;5","1;2;3;4;5","2024-04-30 13:17:58.0","516026",0,511
"2024-04-19 13:42:06.0","1;2;3;4;5","1;2;3;4;5","2024-04-30 13:42:06.0","126340",0,512
"2024-04-19 14:26:35.0","9;10;11;12;13","9;10;11;12;13","2024-04-30 14:26:35.0","998724",0,513
"2024-04-19 14:41:40.0","18;19;20;21;22","18;19;20;21;22","2024-04-30 14:41:40.0","410179",0,514
"2024-04-19 14:50:17.0","15;16;17;18;19",,"2024-04-30 14:50:17.0","248909",0,515
"2024-04-19 14:52:00.0","16;17;18;19;20","16;17;18;19;20","2024-04-30 14:52:00.0","234446",0,516
"2024-04-19 15:03:35.0","11;12;13","11;12;13","2024-04-30 15:03:35.0","123090",0,517
"2024-04-19 15:13:32.0","6;7;8;9;10","6;7;8;9;10","2024-04-30 15:13:32.0","237744",0,518
"2024-04-19 15:14:04.0","6;7;8;9","6;7;8;9","2024-04-30 15:14:04.0","299257",1,519
"2024-04-19 16:50:07.0","16;17;18;19;20;21",,"2024-04-30 16:50:07.0","587402",0,520
"2024-04-19 17:03:47.0","17;18;19","17;18;19","2024-04-30 17:03:47.0","325992",0,521
"2024-04-19 17:33:25.0","1;2;3;4;5","1;2;3;4;5","2024-04-30 17:33:25.0","971711",0,522
"2024-04-19 17:57:53.0","6;7;8;9;10","6;7;8;9;10","2024-04-30 17:57:53.0","332714",0,523
"2024-04-19 17:59:06.0","11;12;13;14;15","11;12;13;14;15;16;17","2024-04-30 17:59:06.0","138486",0,524
"2024-04-19 18:12:07.0","6",,"2024-04-30 18:12:07.0","366782",0,525
"2024-04-22 10:52:48.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 10:52:48.0","157891",0,526
"2024-04-22 10:53:44.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 10:53:44.0","257533",0,527
"2024-04-22 11:19:20.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 11:19:20.0","782835",0,528
"2024-04-22 12:23:11.0","14;15;16;17;18","14;15;16;17;18","2024-05-02 12:23:11.0","616718",0,529
"2024-04-22 12:25:31.0","21;22;23;24;25",,"2024-05-02 12:25:31.0","616718",0,530
"2024-04-22 12:26:15.0","16;17;18;19;20","16;17;18;19;20","2024-05-02 12:26:15.0","616718",0,531
"2024-04-22 12:56:48.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 12:56:48.0","205768",0,532
"2024-04-22 12:58:21.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 12:58:21.0","205768",0,533
"2024-04-22 13:47:27.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 13:47:27.0","506362",0,534
"2024-04-22 13:52:38.0","16;17;18;19;20","16;17;18;19;20","2024-05-02 13:52:38.0","942073",0,535
"2024-04-22 14:12:42.0",,"1;2;3;4;5","2024-05-10 14:12:42.0","942073",0,536
"2024-04-22 15:07:52.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 15:07:52.0","851327",1,537
"2024-04-22 15:54:56.0","11;12;13;14;15","11;12;13;14;15","2024-05-02 15:54:56.0","120442",0,538
"2024-04-22 17:30:35.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 17:30:35.0","039273",0,539
"2024-04-22 17:39:44.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 17:39:44.0","631705",0,540
"2024-04-22 17:59:03.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 17:59:03.0","111279",0,541
"2024-04-22 18:01:36.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 18:01:36.0","427589",0,542
"2024-04-22 18:10:11.0","1;2;3;4;5","1;2;3;4;5","2024-05-02 18:10:11.0","047995",0,543
"2024-04-22 19:00:02.0",,"10;10","2024-04-26 00:00:00.0","816862",0,544
"2024-04-22 20:33:06.0","6;7;8;9;10;11;12","6;7;8;9;10;11;12","2024-05-02 20:33:06.0","820557",1,545
"2024-04-22 20:34:19.0","6;7;8;9;10","6;7;8;9;10","2024-05-02 20:34:19.0","414989",0,546
"2024-04-22 20:41:40.0","6;7;8;9;10","6;7;8;9;10","2024-05-02 20:41:40.0","587402",0,547
"2024-04-23 10:08:18.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 10:08:18.0","765436",0,548
"2024-04-23 10:11:10.0","8;9;10;11;12","8;9;10;11;12","2024-05-03 10:11:10.0","719960",0,549
"2024-04-23 10:36:38.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 10:36:38.0","272332",0,550
"2024-04-23 10:39:37.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 10:39:37.0","636260",0,551
"2024-04-23 10:54:16.0","11;12;13;14;15","11;12;13;14;15","2024-05-03 10:54:16.0","367400",0,552
"2024-04-23 10:55:11.0","12","12;13;14;15;16","2024-05-03 10:55:11.0","657574",0,553
"2024-04-23 10:55:40.0","11;12;13;14;15","11;12;13;14;15","2024-05-03 10:55:40.0","657574",0,554
"2024-04-23 11:06:18.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 11:06:18.0","605599",0,555
"2024-04-23 11:15:46.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 11:15:46.0","605599",0,556
"2024-04-23 11:22:29.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 11:22:29.0","918883",0,557
"2024-04-23 11:25:11.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 11:25:11.0","272440",0,558
"2024-04-23 11:26:16.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 11:26:16.0","677065",0,559
"2024-04-23 11:38:31.0","6;7;8;9;10","6;7;8;9;10","2024-05-03 11:38:31.0","527011",0,560
"2024-04-23 11:44:48.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 11:44:48.0","587402",0,561
"2024-04-23 11:59:23.0","11;12;13;14;15","11;12;13;14;15","2024-05-03 11:59:23.0","855056",0,562
"2024-04-23 12:10:54.0","6;7;8;9;10","6;7;8;9;10","2024-05-03 12:10:54.0","719960",0,563
"2024-04-23 12:19:37.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 12:19:37.0","904160",0,564
"2024-04-23 12:21:02.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 12:21:02.0","763178",0,565
"2024-04-23 13:31:13.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 13:31:13.0","120684",0,566
"2024-04-23 16:19:20.0","1;2;3;4;5",,"2024-04-26 00:00:00.0","351715",0,567
"2024-04-23 16:44:45.0","8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32","8;9;10;11;12;13;14;15;16;17;18;19;20","2024-04-29 00:00:00.0","665338",0,568
"2024-04-23 17:27:18.0",,"11;12","2024-05-03 17:27:18.0","073927",1,569
"2024-04-23 17:28:03.0","6;7;8;9","6;7;8;9","2024-05-03 17:28:03.0","621350",0,570
"2024-04-23 17:33:23.0",,"6;7;8;9","2024-05-03 17:33:23.0","572822",0,571
"2024-04-23 17:44:44.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 17:44:44.0","403307",1,572
"2024-04-23 17:51:12.0","1;2;3;4;5","1;2;3;4;5","2024-05-03 17:51:12.0","742140",0,573
"2024-04-24 08:44:41.0","16;17;18;19;20","16;17;18;19;20","2024-05-06 08:44:41.0","072915",0,574
"2024-04-24 09:12:00.0","19;19","25;26;27","2024-05-06 09:12:00.0","351350",0,575
"2024-04-24 09:37:07.0","6;7;8;9;10","6;7;8;9;10","2024-05-06 09:37:07.0","832049",0,576
"2024-04-24 10:03:13.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 10:03:13.0","545054",0,577
"2024-04-24 10:18:23.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 10:18:23.0","084814",0,578
"2024-04-24 10:21:55.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 10:21:55.0","468463",0,579
"2024-04-24 11:31:13.0","11;12;13;14;15","11;12;13;14;15","2024-05-06 11:31:13.0","779693",0,580
"2024-04-24 11:36:30.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 11:36:30.0","328003",0,581
"2024-04-24 12:02:22.0",,"12;13;14;15;16","2024-05-06 12:02:22.0","587402",0,582
"2024-04-24 12:18:54.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 12:18:54.0","146207",1,583
"2024-04-24 12:43:41.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 12:43:41.0","757403",0,584
"2024-04-24 12:50:35.0","6;7;8;9;10","6;7;8;9;10","2024-05-06 12:50:35.0","678094",0,585
"2024-04-24 12:51:51.0","26;27;28","26;27;28;29;30","2024-05-06 12:51:51.0","504896",0,586
"2024-04-24 12:52:54.0","27;28;29;30;31","27;28;29;30;31","2024-05-06 12:52:54.0","504896",0,587
"2024-04-24 12:53:51.0","6;7;8","6;7;8;9;10;11;12;13","2024-05-07 12:53:51.0","360898",0,588
"2024-04-24 12:54:19.0","12;13;14;15;16","12;13;14;15;16","2024-05-06 12:54:19.0","812903",0,589
"2024-04-24 13:44:54.0","11;12;13;14;15;16","11;12;13;14;15;16","2024-05-06 13:44:54.0","316981",0,590
"2024-04-24 13:46:44.0","11;12;13;14;15","11;12;13;14;15","2024-05-06 13:46:44.0","316981",0,591
"2024-04-24 13:47:11.0","26;27;28;29;30","26;27;28","2024-05-06 13:47:11.0","316981",0,592
"2024-04-24 15:04:59.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 15:04:59.0","983165",0,593
"2024-04-24 15:15:48.0","6;7;8;9;10","6;7;8;9;10","2024-05-06 15:15:48.0","398518",0,594
"2024-04-24 15:18:35.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 15:18:35.0","810309",0,595
"2024-04-24 15:26:32.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 15:26:32.0","543106",0,596
"2024-04-24 16:10:40.0","11","11;12;13;14;15","2024-05-06 16:10:40.0","165667",1,597
"2024-04-24 16:27:05.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 16:27:05.0","465400",0,598
"2024-04-24 16:28:33.0","6;7;8;9;10","6;7;8;9;10","2024-05-06 16:28:33.0","542717",1,599
"2024-04-24 16:29:06.0","11;12;13;14;15",,"2024-05-06 16:29:06.0","542717",1,600
"2024-04-24 16:30:30.0","11;12;13;14;15","11;12;13;14;15","2024-05-06 16:30:30.0","542717",1,601
"2024-04-24 16:51:16.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 16:51:16.0","585892",0,602
"2024-04-24 16:59:55.0","21;22;23;24;25","21;22;23","2024-05-07 16:59:55.0","493690",0,603
"2024-04-24 17:01:46.0","6;7;8;9;10","6;7;8;9;10","2024-05-06 17:01:46.0","687085",0,604
"2024-04-24 17:56:42.0","1;2;3;4;5","1;2;3;4;5","2024-05-06 17:56:42.0","574552",0,605
"2024-04-25 09:01:45.0","6;7;8;9;10","6;7;8;9;10","2024-05-07 09:01:45.0","165667",1,606
"2024-04-25 09:03:29.0","16;17;18;19;20","16;17;18;19;20","2024-05-07 09:03:29.0","302581",0,607
"2024-04-25 09:04:22.0","11;12;13","11;12;13;14;15","2024-05-07 09:04:22.0","302581",0,608
"2024-04-25 09:24:36.0","6;7;8;9;10","6;7;8;9;10","2024-05-07 09:24:36.0","952204",0,609
"2024-04-25 09:34:27.0","6;7;8;9;10","6;7;8;9;10","2024-05-07 09:34:27.0","445948",0,610
"2024-04-25 10:31:18.0","15",,"2024-04-26 00:00:00.0","816862",0,611
"2024-04-25 11:01:51.0","1;2;3;4;5","1;2;3;4;5","2024-05-07 11:01:51.0","971711",0,612
"2024-04-25 11:09:08.0",,"1;2;3;4;5;6;7","2024-05-08 11:09:08.0","566577",1,613
"2024-04-25 11:10:21.0","1;2;3;4;5","1;2;3;4;5","2024-05-07 11:10:21.0","656597",1,614
"2024-04-25 11:16:50.0","1;2;3;4;5",,"2024-05-10 00:00:00.0","942073",0,615
"2024-04-25 11:18:30.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 00:00:00.0","942073",0,616
"2024-04-25 11:18:41.0","1;2;3;4;5;6","1;2;3;4;5;6","2024-05-07 11:18:41.0","237744",0,617
"2024-04-25 11:19:47.0","","","2024-05-29 11:19:47.0","068707",1,618
"2024-04-25 11:45:51.0","31;32;33;34;35",,"2024-05-07 11:45:51.0","480537",1,619
"2024-04-25 11:49:26.0","16;17;18;19;20","16;17;18;19;20","2024-05-07 11:49:26.0","483016",0,620
"2024-04-25 11:51:29.0","11;12;13;14;15","11;12;13;14;15","2024-05-07 11:51:29.0","218997",1,621
"2024-04-25 12:15:32.0","16;17;18;19;20","16;17;18;19;20","2024-05-07 12:15:32.0","067485",0,622
"2024-04-25 12:20:32.0","6;7;8;9;10","6;7;8;9;10","2024-05-07 12:20:32.0","167832",0,623
"2024-04-25 12:22:02.0",,"16;17;18;19;20;21","2024-05-07 12:22:02.0","116577",1,624
"2024-04-25 12:30:48.0","1;2;3;4;5","1;2;3;4;5","2024-05-07 12:30:48.0","615270",0,625
"2024-04-25 13:49:08.0","2;6;7;8;9;10","6;7;8;9;10","2024-04-30 13:49:08.0","164523",0,626
"2024-04-25 13:51:40.0","11;12;13;14;15","11;12;13;14;15","2024-05-07 13:51:40.0","540832",0,627
"2024-04-25 14:25:29.0","15;16;17;18","15;16;17;18","2024-05-07 14:25:29.0","587402",0,628
"2024-04-25 14:26:21.0","1;2;3;4;5","1;2;3;4;5","2024-05-07 14:26:21.0","244187",1,629
"2024-04-25 14:37:48.0","6;7;8;9;10","6;7;8;9;10","2024-05-08 14:37:48.0","855737",1,630
"2024-04-25 14:44:03.0","6;7;8;9;10","6;7;8;9;10","2024-05-08 14:44:03.0","495073",0,631
"2024-04-25 15:34:43.0","6;7;8;9;10","6;7;8;9;10","2024-05-07 15:34:43.0","654149",0,632
"2024-04-25 17:39:34.0","1;2;3;4;5","1;2;3;4;5","2024-05-07 17:39:34.0","312771",0,633
"2024-04-26 09:06:17.0","1;2;3;4;5","1;2;3;4;5","2024-05-08 09:06:17.0","587402",0,634
"2024-04-26 09:30:13.0","25;26;27;28;29","25;26;27;28;29","2024-05-08 09:30:13.0","175124",0,635
"2024-04-26 10:00:15.0","11;12;13;14;15","11;12;13;14;15","2024-05-08 10:00:15.0","195964",0,636
"2024-04-26 10:06:43.0",,"6;7;8;9;10","2024-05-08 10:06:43.0","508099",0,637
"2024-04-26 10:07:52.0","21;22;23;24;25",,"2024-05-08 10:07:52.0","038171",0,638
"2024-04-26 10:51:48.0","18",,"2024-05-02 10:51:48.0","423409",0,639
"2024-04-26 10:58:37.0","11;12;13;14;15","11;12;13;14;15","2024-05-08 10:58:37.0","028432",0,640
"2024-04-26 10:59:07.0","6;7;8;9;10","6;7;8;9;10","2024-05-08 10:59:07.0","775308",0,641
"2024-04-26 11:15:38.0",,"1;2;3;4;5","2024-05-08 11:15:38.0","698444",0,642
"2024-04-26 11:19:53.0","6;7;8;9;10","6;7;8;9;10","2024-05-08 11:19:53.0","744747",1,643
"2024-04-26 11:26:15.0","6;7;8","6;7;8","2024-05-08 11:26:15.0","047603",0,644
"2024-04-26 11:34:00.0","6","6","2024-05-02 11:34:00.0","543106",0,645
"2024-04-26 11:40:38.0",,"11;12;13;14;15;16","2024-05-08 11:40:38.0","744747",1,646
"2024-04-26 11:54:17.0","10","10","2024-04-30 00:00:00.0","989330",0,647
"2024-04-26 11:59:43.0","1;2;3;4;5","1;2;3;4;5","2024-05-08 11:59:43.0","936684",0,648
"2024-04-26 12:05:50.0","21;22;23;24","21","2024-05-08 12:05:50.0","744747",1,649
"2024-04-26 13:35:27.0","11;12;13;14;15","11;12;13;14;15","2024-05-08 13:35:27.0","751693",0,650
"2024-04-26 13:38:25.0","6;7;8;9;10","6;7;8;9;10","2024-05-08 13:38:25.0","553044",0,651
"2024-04-26 13:48:24.0","11;12;13;14;15","11;12;13;14;15","2024-05-08 13:48:24.0","119852",0,652
"2024-04-26 13:53:29.0","11;12;13;14;15","11;12;13;14;15","2024-05-09 13:53:29.0","119852",0,653
"2024-04-26 14:02:55.0","",,"2024-05-08 14:02:55.0","414341",0,654
"2024-04-26 14:24:00.0","1;2;3;4;5","1;2;3;4;5","2024-05-08 14:24:00.0","869647",1,655
"2024-04-26 14:58:21.0","11;12;13;14;15","11;12;13;14;15","2024-05-09 14:58:21.0","234374",0,656
"2024-04-26 15:40:23.0",,"1;2","2024-05-02 15:40:23.0","235819",0,657
"2024-04-26 15:41:34.0","11;12;13;14;15",,"2024-05-08 15:41:34.0","107365",0,658
"2024-04-26 15:50:35.0","32;33;34;35;36",,"2024-05-08 15:50:35.0","355134",0,659
"2024-04-26 15:51:47.0","16;17;18;19;20","16;17;18;19;20","2024-05-08 15:51:47.0","678094",0,660
"2024-04-26 15:53:37.0","11;12;13;14;15","11;12;13;14;15","2024-05-08 15:53:37.0","147691",0,661
"2024-04-26 15:54:50.0","5;6","5;6","2024-05-08 15:54:50.0","325213",0,662
"2024-04-26 15:56:38.0",,"16;17;18;19;20","2024-05-08 15:56:38.0","792347",1,663
"2024-04-26 17:31:24.0",,"1;2;3;4;5;6;7","2024-05-08 17:31:24.0","602576",0,664
"2024-04-26 17:43:01.0",,"13;14;15;16;17;18;19;20","2024-05-08 17:43:01.0","272332",0,665
"2024-04-29 08:23:04.0","11;12;13;14;15","11;12;13;14;15","2024-05-09 08:23:04.0","497385",0,666
"2024-04-29 08:24:19.0","6;7;8","6;7;8;9;10","2024-05-09 08:24:19.0","038171",0,667
"2024-04-29 08:28:25.0","6;7;8;9;10;11;12","6;7;8;9;10;11;12","2024-05-09 08:28:25.0","630366",0,668
"2024-04-29 08:44:05.0","10;11",,"2024-05-03 08:44:05.0","503115",0,669
"2024-04-29 09:10:18.0","6;7;8;9;10","6;7;8;9;10","2024-05-09 09:10:18.0","765436",0,670
"2024-04-29 09:57:32.0","1;2;3;4;5","1;2;3;4;5","2024-05-09 09:57:32.0","657799",0,671
"2024-04-29 10:02:49.0","1;2;3;4;5","1;2;3;4;5","2024-05-09 10:02:49.0","218997",1,672
"2024-04-29 10:25:21.0","20;21;22;23;24;25;26","20;21;22;23;24;25;26","2024-05-09 10:25:21.0","816862",0,673
"2024-04-29 10:36:33.0","6;7;8;9;10","6;7;8;9;10","2024-05-09 10:36:33.0","173070",0,674
"2024-04-29 10:46:14.0","1;2;3;4;5","1;2;3;4;5","2024-05-09 10:46:14.0","719704",0,675
"2024-04-29 11:14:05.0","6;7;8;9;10","6;7;8;9;10","2024-05-09 11:14:05.0","971711",0,676
"2024-04-29 11:45:49.0","","","2024-05-06 11:45:49.0","539044",0,677
"2024-04-29 13:01:22.0","11;12;13;14;15","11;12;13;14;15","2024-05-09 13:01:22.0","779693",0,678
"2024-04-29 15:10:56.0","1;2;3;4;5","1;2;3;4;5","2024-05-09 15:10:56.0","166684",0,679
"2024-04-29 15:20:06.0","32;33;34;35;36","32;33;34;35;36","2024-05-09 15:20:06.0","037198",0,680
"2024-04-29 16:42:55.0","1;2;3;4;5","1;2;3;4;5","2024-05-09 16:42:55.0","470524",0,681
"2024-04-29 16:53:07.0","1;2;3;4;5","1;2;3;4;5","2024-06-10 00:00:00.0","025524",0,682
"2024-04-29 16:53:08.0","6;7;8;9;10","6;7;8;9;10","2024-05-09 16:53:08.0","024757",1,683
"2024-04-29 16:59:24.0","1;2;3;4;5","1;2;3;4;5","2024-05-09 16:59:24.0","450400",0,684
"2024-04-29 17:19:03.0","6;7;8;9;10","6;7;8;9;10","2024-05-09 17:19:03.0","114334",0,685
"2024-04-29 17:22:20.0","6;7;8;9;10","6;7;8;9;10","2024-05-09 17:22:20.0","875636",0,686
"2024-04-29 17:23:16.0","16;17;18;19;20","16;17;18;19;20","2024-05-09 17:23:16.0","942073",0,687
"2024-04-29 17:53:45.0","1;2;3;4;5","1;2;3;4;5","2024-05-09 17:53:45.0","952204",0,688
"2024-04-29 17:53:48.0","1;2;3;4;5","1;2;3;4;5","2024-05-09 17:53:48.0","294024",0,689
"2024-04-29 20:42:08.0","1;2;3;4;5","1;2;3;4;5","2024-05-09 20:42:08.0","469456",0,690
"2024-04-30 08:34:15.0","1;2;3;4;5","1;2;3;4;5","2024-05-10 08:34:15.0","094560",0,691
"2024-04-30 09:43:45.0","1;2;3;4;5","1;2;3;4;5","2024-05-10 09:43:45.0","563766",0,692
"2024-04-30 10:04:49.0","1;2;3;4;5","1;2;3;4;5","2024-05-10 10:04:49.0","898004",0,693
"2024-04-22 12:26:56.0","11;12;13;14;15","11;12;13;14;15","2024-05-02 12:26:57.0","368377",1,694
"2024-04-30 10:18:19.0","1;2;3;4;5","1;2;3;4;5","2024-05-10 10:18:19.0","228912",0,695
"2024-04-30 10:20:11.0","1;2;3;4;5","1;2;3;4;5","2024-05-07 00:00:00.0","363156",0,696
"2024-04-30 11:09:22.0","18;19;20","18;19;20;21;22;23","2024-05-10 11:09:22.0","252847",1,697
"2024-04-30 12:58:40.0","20;21;22;23;24","20;21;22;23;24","2024-05-10 12:58:40.0","587402",0,698
"2024-04-30 13:38:15.0","1",,"2024-05-06 13:38:15.0","470524",0,699
"2024-04-30 14:40:52.0","1;2;3;4;5","1;2;3;4;5","2024-05-10 14:40:52.0","271314",0,700
"2024-04-30 14:52:46.0","6;7;8;9;10","6;7;8;9;10","2024-05-10 14:52:46.0","869647",1,701
"2024-04-30 14:58:50.0","26;27;28;29;30",,"2024-05-10 14:58:50.0","744747",1,702
"2024-04-30 14:59:36.0","11;12;13;14;15;16","11;12;13;14;15;16","2024-05-10 14:59:36.0","444035",0,703
"2024-04-30 15:13:11.0","1;2;3;4;5","1;2;3;4;5","2024-05-10 15:13:11.0","021819",0,704
"2024-04-30 15:20:06.0","6;7;8;9;10","6;7;8;9;10","2024-05-10 15:20:06.0","083270",0,705
"2024-04-30 15:50:39.0","22;23;24;25;26","22;23;24;25;26","2024-05-10 15:50:39.0","032884",0,706
"2024-04-30 16:30:52.0","1;2;3;4;5","1;2;3;4;5","2024-05-10 16:30:52.0","598566",0,707
"2024-04-30 16:51:33.0","11;12;13;14;15","11;12;13;14;15","2024-05-10 16:51:33.0","485896",0,708
"2024-04-30 16:52:53.0","11;12;13;14;15","11;12;13;14;15","2024-05-10 16:52:53.0","485896",0,709
"2024-04-30 17:06:14.0","18;19;20;21;22","18;19;20;21;22","2024-05-13 17:06:14.0","244775",0,710
"2024-04-30 17:12:45.0","1;2;3;4;5","1;2;3;4;5","2024-05-10 17:12:45.0","792347",1,711
"2024-04-30 17:17:36.0","1;2;3;4;5","1;2;3;4;5","2024-05-10 17:17:36.0","196987",1,712
"2024-04-30 17:18:29.0","1;2;3;4;5","1;2;3;4;5","2024-05-10 17:18:29.0","084664",0,713
"2024-04-30 17:21:35.0","16;17;18;19;20","16;17;18;19;20","2024-05-10 17:21:35.0","175124",0,714
"2024-04-30 17:23:48.0","25;26;27","25;26;27","2024-05-10 17:23:48.0","137474",0,715
"2024-04-30 18:12:50.0","1;2;3;4;5","1;2;3;4;5","2024-05-10 18:12:50.0","510522",0,716
"2024-05-02 09:07:54.0","6;7;8;9","6;7;8;9","2024-05-14 09:07:54.0","569674",0,717
"2024-05-02 10:33:43.0","1;2;3;4;5","1;2;3;4;5","2024-05-13 10:33:43.0","916613",0,718
"2024-05-02 10:34:45.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 10:34:45.0","960868",0,719
"2024-05-02 10:41:02.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 10:41:02.0","679457",1,720
"2024-05-02 10:41:56.0","23;24",,"2024-05-07 10:41:56.0","542717",1,721
"2024-05-02 10:54:25.0","11","11","2024-05-13 10:54:25.0","782880",0,722
"2024-05-02 11:13:05.0",,"1;2;3;4;5","2024-05-14 11:13:05.0","139687",1,723
"2024-05-02 11:49:17.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 11:49:17.0","202949",0,724
"2024-05-02 12:22:08.0",,"24;25;26;27;28;29;30;31","2024-05-03 00:00:00.0","816862",0,725
"2024-05-02 12:37:08.0","1;2;3;4;5","1;2;3;4;5","2024-05-13 12:37:08.0","175124",0,726
"2024-05-02 14:25:52.0","6;7;8;9;10",,"2024-05-13 14:25:52.0","936684",0,727
"2024-05-02 14:58:11.0",,"6;7;8;9","2024-05-14 14:58:11.0","781086",0,728
"2024-05-02 15:13:15.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 15:13:15.0","457205",0,729
"2024-05-02 15:45:52.0","1;2;3;4;5","1;2;3;4;5","2024-05-13 15:45:52.0","877014",0,730
"2024-05-02 15:58:00.0","11;12;13;14","11;12;13;14","2024-05-13 15:58:00.0","738127",1,731
"2024-05-02 16:16:24.0","6;7;8;9","6;7;8;9","2024-05-13 16:16:24.0","109467",1,732
"2024-05-02 16:21:52.0","16;17;18;19","16;17;18;19","2024-05-13 16:21:52.0","109467",1,733
"2024-05-02 16:31:39.0","18;19;20","18;19;20","2024-05-13 16:31:39.0","899870",0,734
"2024-05-02 16:37:22.0","1;2;3;4;5","1;2;3;4;5","2024-05-13 16:37:22.0","316981",0,735
"2024-05-02 16:47:53.0","5",,"2024-05-07 16:47:53.0","992331",0,736
"2024-05-02 16:54:29.0","6;7;8;9;10","6;7;8;9;10","2024-05-13 16:54:29.0","154720",0,737
"2024-05-02 17:19:21.0","4",,"2024-05-07 17:19:21.0","264254",0,738
"2024-05-02 17:34:39.0","1;2;3;4;5","1;2;3;4;5","2024-05-13 17:34:39.0","605567",1,739
"2024-05-02 17:45:33.0","6;7;8;9","6;7;8;9","2024-05-13 17:45:33.0","107985",0,740
"2024-05-02 17:46:18.0","6;7;8;9","6;7;8;9","2024-05-13 17:46:18.0","107985",0,741
"2024-05-02 17:46:42.0","6;7;8;9","6;7;8;9","2024-05-13 17:46:42.0","107985",0,742
"2024-05-03 08:57:28.0","20;21;22;23","20;21;22;23","2024-05-14 08:57:28.0","998724",0,743
"2024-05-03 09:15:14.0","21;22;23;24","21;22;23;24","2024-05-14 09:15:14.0","411744",0,744
